loss,accuracy,val_loss,val_accuracy
0.4116978943347931,0.8131999969482422,0.29295238852500916,0.8781599998474121
0.2775264382362366,0.8889333605766296,0.32150131464004517,0.8773599863052368
0.24680164456367493,0.9016000032424927,0.28459328413009644,0.8849599957466125
0.20477204024791718,0.9203199744224548,0.2715606689453125,0.8977599740028381
0.1700320839881897,0.9345866441726685,0.2833830416202545,0.8962399959564209
